male,max_count,median,date,n,mean,min_count,filename,nulls,mean_count,sd,female,min,other,median_count,max
10,,,2018/03/30,46,,,./data/phs001108.v1.pht007713.v1.p1.demographics.var_report.xml,0,,,36,,,,
,,,2019/11/08,,,,./data/phs001332.v2.pht007455.v2.p1.p7301_12629_eligibili.var_report.xml,,,,,,,,
,,,07/10/2017,,,,./data/phs001202.v1.pht005773.v1.p1.OncoArray_Oral_Pharynx_Cancer_Subject.var_report.xml,,,,,,,,
,,,2021/10/04,,,,./data/phs001542.v2.pht009643.v2.p1.TOPMed_WGS_GALAI_Sample.var_report.xml,,,,,,,,
,,,2020/06/18,,,,./data/phs000280.v7.pht004163.v2.p1.RPAC04.var_report.xml,,,,,,,,
65,65,,11/22/2013,93,,28,./data/phs000251.v2.pht001262.v2.p2.HMP_Cutaneous_Psoriasis_Subject_Phenotypes.var_report.xml,0,46.5,7.071,28,,,46.5,
,,,2020/12/21,,,,./data/phs000007.v32.pht003782.v2.p13.vr_fxrev_2018_3b_1177s.var_report.xml,,,,,,,,
,,,2018/10/22,,,,./data/phs001666.v1.pht008464.v1.p1.Alisertib_PC_Subject.var_report.xml,,,,,,,,
,,,02/06/2017,,,,./data/phs001075.v1.pht006111.v1.p1.CSER_CanSeq_Sample_Attributes.var_report.xml,,,,,,,,
,,,09/01/2015,,,,./data/phs000858.v1.pht004463.v1.p1.IVF_Blastocyst_Biopsies_Sample_Attributes.var_report.xml,,,,,,,,
,,,12/03/2009,,,,./data/phs000169.v1.pht000729.v1.p1.HABC_Phenotype.var_report.xml,,,,,,,,
,,,05/24/2016,,,,./data/phs001065.v1.pht005416.v1.p1.mhxchild.var_report.xml,,,,,,,,
,,,10/21/2013,,,,./data/phs000637.v1.pht003534.v1.p1.ALL_Methotrexate_Clearance_Subject.var_report.xml,,,,,,,,
,,,2020/12/21,,,,./data/phs000007.v32.pht000149.v7.p13.ecgdigital_18s.var_report.xml,,,,,,,,
,,,2018/03/20,,,,./data/phs000605.v1.pht007638.v1.p1.pulmonary_testing_form.var_report.xml,,,,,,,,
,,,03/06/2017,,,,./data/phs000574.v1.pht005861.v1.p1.conclusionofstudyparticipation.var_report.xml,,,,,,,,
,,,06/12/2017,,,,./data/phs000594.v1.pht006490.v1.p1.BMF_5402_Subject.var_report.xml,,,,,,,,
,,,2019/03/11,,,,./data/phs000286.v6.pht001973.v2.p2.rpaa.var_report.xml,,,,,,,,
,,,2018/04/16,,,,./data/phs001326.v1.pht007799.v1.p1.PIDTC_6902_Subject.var_report.xml,,,,,,,,
,,,2018/07/23,,,,./data/phs000742.v1.pht008116.v1.p1.7_9_Diagnostic_Interview_New_Small_Sz.var_report.xml,,,,,,,,
,,,2020/12/18,,,,./data/phs002059.v1.pht010421.v1.p1.CIDR_CHD_Subject.var_report.xml,,,,,,,,
,,,08/20/2013,,,,./data/phs000285.v3.pht001624.v1.p2.B2F09VAS.var_report.xml,,,,,,,,
,,,08/18/2015,,,,./data/phs000586.v1.pht004832.v1.p1.Alopecia_Areata_Subject_Phenotypes.var_report.xml,,,,,,,,
,,,2017/10/04,,,,./data/phs001270.v1.pht006249.v1.p1.SACDS_IGHNSS_Subject.var_report.xml,,,,,,,,
,,,2017/09/06,,,,./data/phs000554.v1.pht003194.v1.p1.CRPC_Subject.var_report.xml,,,,,,,,
,,,2018/04/05,,,,./data/phs001553.v1.pht007735.v1.p1.registration.var_report.xml,,,,,,,,
,,,07/30/2015,,,,./data/phs000947.v1.pht004828.v1.p1.SLE_Autoantibodies_Subject_Phenotypes.var_report.xml,,,,,,,,
,,,05/16/2013,,,,./data/phs000582.v1.pht003243.v1.p1.ESP_FamilialInterstitialPneumonia_Sample.var_report.xml,,,,,,,,
,,,05/17/2017,,,,./data/phs001328.v1.pht006315.v1.p1.conclusionofstudyparticipation.var_report.xml,,,,,,,,
607,607,,2017/09/22,765,,563,./data/phs001394.v1.pht006947.v1.p1.GUARDIAN_HTN_IR_Pedigree.var_report.xml,0,585,96.87,563,,,585,
,,,2020/05/13,,,,./data/phs002024.v1.pht010231.v1.p1.DCCT_EDIC_DNAme_Subject.var_report.xml,,,,,,,,
,,,2018/05/31,,,,./data/phs001318.v1.pht008023.v1.p1.pastmedicalhistory.var_report.xml,,,,,,,,
2294,289,,2020/12/21,5079,,2294,./data/phs000007.v32.pht007777.v2.p13.vr_wkthru_ex32_0_0997s.var_report.xml,0,2540,99.7,289,,,2540,
,,,10/25/2010,,,,./data/phs000021.v3.pht000069.v1.p2.EA_GAIN_phenotype_controls_questionnaire.var_report_2010_10_25.xml,,,,,,,,
,,,08/12/2016,,,,./data/phs000888.v1.pht005572.v1.p1.AMI.var_report.xml,,,,,,,,
,,,2020/12/21,,,,./data/phs000007.v32.pht000671.v7.p13.il18_1_7s.var_report.xml,,,,,,,,
,,,04/25/2014,,,,./data/phs000587.v1.pht003517.v1.p1.ESP_Family_Studies_MLD_Subject.var_report.xml,,,,,,,,
,,,2020/08/24,,,,./data/phs001744.v1.pht008573.v1.p1.CIDR_HCC_Sample_Attributes.var_report.xml,,,,,,,,
,,,2020/12/21,,,,./data/phs000007.v32.pht004800.v4.p13.l_cortisol_ex01_3b_0381s.var_report.xml,,,,,,,,
,,,2021/09/29,,,,./data/phs002506.v1.pht011540.v1.p1.Drug_Outcome_SNVs_Sample_Attributes.var_report.xml,,,,,,,,
,,,2020/12/21,,,,./data/phs000007.v32.pht003312.v1.p13.t_echomvp_ex05_1_0753s.var_report.xml,,,,,,,,
,,,2019/06/14,,,,./data/phs000589.v1.pht009190.v1.p1.fu_vasculitis_meds_form.var_report.xml,,,,,,,,
,,,11/05/2014,,,,./data/phs000209.v13.pht002194.v1.p3.MESA_AncilMesaEyeRefraction.var_report.xml,,,,,,,,
,,,2019/11/13,,,,./data/phs001612.v1.pht009498.v1.p1.TOPMed_WGS_CARDIA_Sample_Attributes.var_report.xml,,,,,,,,
,,,08/25/2015,,,,./data/phs000978.v1.pht004941.v1.p1.Malignant_GCT_Pazopanib_Subject.var_report.xml,,,,,,,,
,,,2019/12/12,,,,./data/phs001883.v1.pht009684.v1.p1.S0800_BC_Sample_Attributes.var_report.xml,,,,,,,,
,,,Wed Jan 21 13:20:40 2009,,,,./data/phs000144.v1.pht000722.v1.p1.TSP_Subject.var_report_2009_01_22.xml,,,,,,,,
,,,2020/11/03,,,,./data/phs002279.v1.pht010632.v1.p1.GIMs_Spermatids_Sample_Attributes.var_report.xml,,,,,,,,
,,,10/25/2016,,,,./data/phs000371.v2.pht002987.v2.p1.Huntingtons_Disease_Sample.var_report.xml,,,,,,,,
,,,07/27/2017,,,,./data/phs000596.v1.pht006717.v1.p1.registration.var_report.xml,,,,,,,,
,,,01/15/2016,,,,./data/phs000909.v1.pht004876.v1.p1.NEPC_Sample_Attributes.var_report.xml,,,,,,,,
,,,2017/09/06,8,,,./data/phs001261.v1.pht006114.v1.p1.Palindromic_Gene_Amplification_Subject_Phenotypes.var_report.xml,0,,,8,,,,
,,,2020/12/21,,,,./data/phs000007.v32.pht006019.v1.p13.vr_meds_ex03_7_0535s.var_report.xml,,,,,,,,
,,,2019/02/21,,,,./data/phs001281.v2.pht006124.v2.p1.BVMC_6204_Subject.var_report.xml,,,,,,,,
,,,2019/12/16,,,,./data/phs001932.v1.pht009654.v1.p1.MGS_European_Subject.var_report.xml,,,,,,,,
,,,11/08/2013,,,,./data/phs000200.v9.pht003401.v1.p3.outc_bc_rel4.var_report.xml,,,,,,,,
,,,2020/02/14,,,,./data/phs000575.v2.pht009884.v1.p1.adverse_event.var_report.xml,,,,,,,,
,,,07/27/2017,,,,./data/phs000247.v5.pht001286.v4.p3.HMP_Neonatal_Enterocolitis_Subject_Baseline_Phenotypes.var_report.xml,,,,,,,,
,,,2018/10/24,,,,./data/phs001694.v1.pht008495.v1.p1.HIV_CSF_Sample_Attributes.var_report.xml,,,,,,,,
1683,5862,,05/16/2017,9552,,3690,./data/phs001252.v1.pht006369.v1.p1.bioimped.var_report.xml,0,4776,1536,1050,,,4776,
856,856,,2020/11/30,1323,,467,./data/phs002283.v1.pht010682.v1.p1.Selenium_Chemoprevention_Subject.var_report.xml,0,661.5,275.1,467,,,661.5,
,,,2020/03/13,,,,./data/phs000521.v2.pht007036.v2.p1.aprtrs_episode_report.var_report.xml,,,,,,,,
,,,08/20/2013,,,,./data/phs000285.v3.pht001609.v2.p2.B2F09KID.var_report.xml,,,,,,,,
,,,2020/03/24,,,,./data/phs001641.v1.pht010027.v1.p1.3MonthPost.var_report.xml,,,,,,,,
,,,2018/09/14,,,,./data/phs001658.v1.pht008342.v1.p1.Adrenocortical_Carcinoma_Subject.var_report.xml,,,,,,,,
,,,2019/03/11,,,,./data/phs000286.v6.pht008728.v1.p2.allevtstroke.var_report.xml,,,,,,,,
544,544,,2020/05/26,1276,,274,./data/phs002020.v1.pht010227.v1.p1.ROP_Pedigree.var_report.xml,0,425.3,82.03,458,,,458,
,,,2021/06/09,,,,./data/phs001345.v3.pht008602.v1.p1.TOPMed_WGS_GENOA_Subject.var_report.xml,,,,,,,,
94,750,,2017/11/13,984,,94,./data/phs001013.v3.pht005311.v2.p2.HVH_Subject_Phenotypes.var_report.xml,0,99,7.778,9,,,99,
,,,2018/09/19,,,,./data/phs000357.v2.pht002335.v2.p1.Systemic_Sclerosis_Sample_Attributes.var_report.xml,,,,,,,,
2943,3500,,04/29/2016,6443,,2943,./data/phs000128.v3.pht000447.v2.p3.simphen048.var_report.xml,0,3222,393.9,3500,,,3222,
,,,2018/04/30,,,,./data/phs001322.v2.pht006332.v2.p1.ALS4_Sample_Attributes.var_report.xml,,,,,,,,
,,,03/26/2015,,,,./data/phs000761.v1.pht004496.v1.p1.OPPERA_Subject.var_report.xml,,,,,,,,
42,,,2019/07/26,194,,,./data/phs000588.v1.pht009295.v1.p1.demographic_form.var_report.xml,0,,,151,,,,
,,,2021/08/23,,,,./data/phs001232.v4.pht006078.v4.p2.UDN_phenotype_code.var_report.xml,,,,,,,,
,,,06/09/2016,,,,./data/phs001041.v1.pht005391.v1.p1.Melanoma_CTLA_4_Blockade_Sample.var_report.xml,,,,,,,,
,,,2019/03/11,,,,./data/phs000286.v6.pht008780.v1.p2.rdfb.var_report.xml,,,,,,,,
,,,2018/10/05,,,,./data/phs001304.v1.pht008313.v1.p1.BPV_Sample.var_report.xml,,,,,,,,
,,,2018/03/20,,,,./data/phs000605.v1.pht007642.v1.p1.treatmenttable.var_report.xml,,,,,,,,
,,,2020/07/07,,,,./data/phs001938.v2.pht010331.v1.p1.ADT_PC_GEO.var_report.xml,,,,,,,,
,,,07/27/2017,,,,./data/phs000596.v1.pht006716.v1.p1.physician_examination.var_report.xml,,,,,,,,
,,,12/03/2013,,,,./data/phs000631.v1.pht003600.v1.p1.ARDSNet_iSPAAR_Sample.var_report.xml,,,,,,,,
,,,2020/06/18,,,,./data/phs000280.v7.pht004111.v2.p1.HOM.var_report.xml,,,,,,,,
,,,06/01/2017,,,,./data/phs001306.v1.pht006188.v1.p1.Psoriasis_Associated_Variants_Sample.var_report.xml,,,,,,,,
,,,12/01/2015,,,,./data/phs000571.v3.pht003188.v3.p2.MutationResults.var_report.xml,,,,,,,,
,,,2019/03/28,,,,./data/phs001797.v1.pht008892.v1.p1.mUC_Sample_Attributes.var_report.xml,,,,,,,,
137,159,,2017/10/20,296,,137,./data/phs001156.v2.pht007050.v1.p1.EVE_Subject_Phenotype.var_report.xml,0,7.5,9.192,159,,,7.5,
,,,2020/06/18,,,,./data/phs001787.v1.pht009046.v1.p1.CRC_High_Risk_Families_Sample_Attributes.var_report.xml,,,,,,,,
2943,3500,,04/29/2016,6443,,2943,./data/phs000128.v3.pht000586.v2.p3.simphen187.var_report.xml,0,3222,393.9,3500,,,3222,
,,,Mon Oct 27 16:32:31 2008,,,,./data/phs000020.v2.pht000667.v1.p1.NESDA_NTR_mdd_episodes.var_report_2008_10_27.xml,,,,,,,,
